SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,HighTotalCharges
0,0.3055555555555555,0.3677130044843049,0.13700092314793447,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.1388888888888889,0.6796213253612358,0.09370528502192477,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.2361111111111111,0.7409068261086198,0.1801177013616432,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
0,0.5,0.011958146487294458,0.08489499192245557,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0.986111111111111,0.4299950174389636,0.4952169397645973,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1
0,0.013888888888888888,0.32087693074240164,0.003652204015693515,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.2361111111111111,0.7713004484304934,0.18707592891760905,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
0,0.4722222222222222,0.3662182361733931,0.21536464343411033,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.9444444444444444,0.8719481813652217,0.8427994461112394,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1
1,1.0,0.4469357249626308,0.538512577890607,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
1,0.625,0.6761335326357748,0.44341680129240707,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
0,0.9027777777777777,0.6571998006975586,0.6122432494807293,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0.05555555555555555,0.11360239162929744,0.011504731133164092,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0.013888888888888888,0.2675635276532138,0.003034848834525733,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.6388888888888888,0.7673143996013951,0.5083544888068313,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
0,0.027777777777777776,0.12605879422022917,0.0046445880452342485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0.06944444444444445,0.6467364225211759,0.04930186937456728,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
0,0.9722222222222222,0.7125062282012955,0.7325640433879529,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.3472222222222222,0.08520179372197309,0.08247749826909763,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,0.05555555555555555,0.8126557050323866,0.04893261020078468,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
0,0.9722222222222222,0.6093672147483807,0.6358296792060928,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
1,0.18055555555555555,0.7528649725959143,0.14334179552273252,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0.8055555555555555,0.8355754857997011,0.6769674590353104,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0.2222222222222222,0.709516691579472,0.16287214401107777,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
0,0.7777777777777777,0.3363228699551569,0.3307292868682206,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
0,0.5694444444444444,0.598903836571998,0.36838218324486494,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1
0,0.2777777777777778,0.020926756352765336,0.04890376182783292,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,1.0,0.5590433482810164,0.6021924763443341,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1
0,0.6805555555555555,0.7982062780269058,0.5620124624971151,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0.19444444444444442,0.01644245142002987,0.0305735056542811,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,0.3472222222222222,0.3527653213751869,0.15424071082390955,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.75,0.7558545092177379,0.5818255250403876,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1
0,0.6805555555555555,0.47732934728450427,0.3669743826448188,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
0,0.3472222222222222,0.7065271549576483,0.25836025848142163,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0.013888888888888888,0.2795216741405082,0.0031733210246942065,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.013888888888888888,0.351270553064275,0.004004154165705054,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0.9722222222222222,0.5849526656701545,0.6082390953150243,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1
1,0.2361111111111111,0.023916292974588915,0.03597969074544197,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0.9583333333333333,0.01893373193821621,0.1521693976459728,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,0.013888888888888888,0.2640757349277528,0.002994461112393261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.041666666666666664,0.06477329347284502,0.005556196630510039,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.6805555555555555,0.8809167912306926,0.5941957073621048,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1
0,0.4444444444444444,0.6557050323866467,0.31883798753750286,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
0,0.013888888888888888,0.25660189337319383,0.002907915993537964,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.4722222222222222,0.07822620827105134,0.11095661204708056,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1,0.5277777777777778,0.8101644245142003,0.4287387491345488,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
0,0.8888888888888888,0.7174887892376682,0.6473978767597507,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
0,0.027777777777777776,0.532137518684604,0.01349526886683591,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0.3472222222222222,0.6990533134030893,0.2506750519270713,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.1111111111111111,0.01893373193821621,0.015860835448880683,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0.1388888888888889,0.6253114100647733,0.09222824832679437,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0.041666666666666664,0.22820129546586945,0.013085621970920839,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
0,0.8055555555555555,0.6402590931738914,0.5549561504731133,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0.7638888888888888,0.5929247633283508,0.49014539579967686,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0.25,0.37867463876432483,0.1097449803831064,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.5,0.85949177877429,0.4230498499884606,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
1,1.0,0.5889387144992526,0.620522732517886,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
0,0.5972222222222222,0.2212257100149477,0.21856104315716593,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0.29166666666666663,0.6756352765321375,0.20771982460189248,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
0,0.8333333333333333,0.768809167912307,0.6684975767366721,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
0,0.611111111111111,0.0179372197309417,0.09536695130394647,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.9583333333333333,0.01644245142002987,0.15516385875836605,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.41666666666666663,0.012954658694568993,0.06804754211862452,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0.3472222222222222,0.07224713502740407,0.0705977382875606,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0.40277777777777773,0.30592924763328355,0.15057696745903532,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.4861111111111111,0.3657199800697559,0.2189245326563582,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
0,0.611111111111111,0.7588440458395617,0.49348603738749136,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0,0.75,0.9098156452416541,0.7039176090468497,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
0,0.75,0.021425012456402576,0.12367874451880914,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0.3333333333333333,0.012954658694568993,0.052088622201707825,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,0.7777777777777777,0.5540607872446437,0.4701188552965613,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,0.4583333333333333,0.750373692077728,0.3504154165705054,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1
0,0.625,0.8510214250124566,0.545701592430187,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,0.29166666666666663,0.07772795216741404,0.06311447034387262,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.40277777777777773,0.36970602889885407,0.18672397876759753,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1
0,0.19444444444444442,0.6417538614848033,0.1345718901453958,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.16666666666666666,0.37917289486796213,0.0703727209785368,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0.5277777777777778,0.018435475834578968,0.08207939072236327,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0.25,0.1669157947184853,0.06164320332333256,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,1.0,0.972097658196313,0.9593064851142395,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.013888888888888888,0.02740408570004982,0.0002538656819755362,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,0.013888888888888888,0.6238166417538614,0.0071601661666282025,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.3194444444444444,0.6711509715994021,0.21343180244634205,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0.18055555555555555,0.543597409068261,0.10515231940918532,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0.027777777777777776,0.009965122072745386,0.003409877682898685,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,0.20833333333333331,0.6965620328849029,0.15829679206092775,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,0.05555555555555555,0.06875934230194317,0.009364181860143088,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.027777777777777776,0.26307922272047835,0.006473574890376183,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.041666666666666664,0.013452914798206289,0.004909993076390492,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0.9583333333333333,0.8061783756851022,0.7912012462497116,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
0,0.125,0.7623318385650224,0.10051927071313178,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,0.4444444444444444,0.6681614349775785,0.3049042234018001,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,1.0,0.8634778276033883,0.8701534733441034,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1
0,0.875,0.8385650224215246,0.7414320332333256,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1,0.9722222222222222,0.715495764823119,0.7286637433648742,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.125,0.7324364723467862,0.09773828756058159,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.09722222222222221,0.31290483308420525,0.03308908377567506,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1,0.5555555555555556,0.8330842052815146,0.46936302792522505,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
0,0.5138888888888888,0.46337817638266066,0.2684514193399492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0.4444444444444444,0.6761335326357748,0.31213362566351255,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,0.9027777777777777,0.8081714000996512,0.7302965612739442,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1
1,0.4305555555555555,0.7219730941704037,0.3261423955688899,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,0.013888888888888888,0.5072247135027405,0.005810062312485576,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.3472222222222222,0.070254110612855,0.07587699053773368,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0.9444444444444444,0.6188340807174888,0.6427994461112394,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0.125,0.7184853014449427,0.0864412647126702,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
